fqdn;nome;id_documento;nome_contato;data_cadastro;data_ultalt
portaldoconsumidor.gov.br;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;000.662.270/0003-20;Claudia de Cassia Torres;11/12/2001 18:30;27/12/2019 17:23
portaldoempreendedor.gov.br;MINIST√âRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;000.394.478/0002-24;Alessandro Franca Dantas;30/06/2009 13:50;28/08/2020 14:25
portaldoexportador.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
portaldoinvestidor.gov.br;CVM - COMISSAO DE VALORES MOBILIARIOS;029.507.878/0001-08;Vin√≠cius Gagno Lima;20/12/2006 15:46;06/12/2021 14:39
portalexportacao.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
portalexporta.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
portalfederativo.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;033.892.175/0001-00;PAULO AUGUSTO MODA LARI;21/03/2006 15:28;28/08/2022 13:28
portal.gov.br;Ministerio do Planejamento, Orcamento e Gestao;000.489.828/0001-55;Merched Cheheb Oliveira;29/07/2019 11:38;01/02/2020 02:42
portalgoverno.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;15/07/2002 11:48;21/12/2021 21:53
portaljt.gov.br;TRIBUNAL SUPERIOR DO TRABALHO;000.509.968/0001-48;Leonardo Lobo Pulcineli;14/05/2001 20:13;05/05/2020 20:44
portalmaisbrasil.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;29/03/2019 18:19;12/01/2021 11:25
portalpadrao.gov.br;Secretaria de ComunicaÁ„o Social;009.234.494/0001-43;SECOM - SCI - DEINE;18/09/2014 11:26;12/05/2022 12:47
portalpamse.gov.br;Empresa Gerencial de Projetos Navais;027.816.487/0001-31;Edesio Teixeira Lima Junior;06/12/2016 19:23;06/12/2016 19:23
portalplanalto.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
portalsiscomex.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;05/03/2014 15:41;10/06/2020 13:40
portaltransparencia.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;24/11/2004 17:43;19/10/2021 18:56
portodesantos.gov.br;COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP;044.837.524/0001-07;Denis de Barros Antunes;26/03/2009 00:24;11/07/2022 19:05
portodevitoria.gov.br;COMPANHIA DOCAS DO ESPIRITO SANTO;027.316.538/0001-66;Rodrigo Lu√≠s Ribeiro Campos;19/04/2004 13:37;18/11/2021 16:53
portosempapel.gov.br;SECRETARIA DE PORTOS DA PRESIDENCIA DA REPUBLICA;008.855.874/0001-32;REYNALDO ABEN-ATHAR;18/06/2010 17:48;25/05/2022 13:35
portosrio.gov.br;Companhia Docas do Rio de Janeiro;042.266.890/0001-28;Raul Reis;27/02/1998 18:13;22/11/2021 17:50
postal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;23/11/1999 16:04;16/07/2015 21:27
poupeenergia.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ppcaam.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ppi.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;07/10/2016 21:27;24/01/2018 13:25
ppsa.gov.br;Empresa Brasileira de AdministraÁ„o de Petroleo de;018.738.727/0001-36;Oswaldo Antunes Pedrosa Junior;11/03/2014 13:13;18/12/2020 22:10
pracasdopac.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0139-39;Diretoria de Tecnologia da InformaÁ„o;10/09/2010 13:53;25/05/2022 12:08
pracas.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
prap.gov.br;Procuradoria da Republica no Estado do Amapa;026.989.715/0009-60;Mario Koga;16/01/1998 12:24;05/05/2020 20:44
premioconservacaoenergia.gov.br;CENTRAIS ELETRICAS BRASILEIRAS SA;000.001.180/0002-07;Alexandre Faustino;24/03/2009 20:07;06/08/2020 13:22
premio-e.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;10/09/2002 15:02;10/06/2020 13:41
preps.gov.br;MinistÈrio da Agricultura, Pecuaria e Abasteciment;005.482.692/0001-75;Ministro Blairo Maggi;29/05/2006 17:17;21/07/2022 00:55
presalpetroleo.gov.br;Empresa Brasileira de AdministraÁ„o de Petroleo de;018.738.727/0001-36;Oswaldo Antunes Pedrosa Junior;18/05/2015 19:32;18/12/2020 22:08
presidenciadarepublica.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
presidencia.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;03/03/2000 13:28;25/03/2021 14:41
previc.gov.br;PREVIC Sup. Nacional de PrevidÍncia Complementar;007.290.290/0001-02;JosÈ Roberto Ferreira Savoia;05/11/2013 09:41;07/08/2019 19:48
previdencia.gov.br;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;042.422.253/0027-32;GIAN PAOLO LA VALLE REALE;28/05/2003 19:23;21/09/2021 18:44
previdenciasocial.gov.br;DATAPREV DF;042.422.253/0014-18;GIAN PAOLO LA VALLE REALE;27/12/1999 12:41;21/09/2021 18:44
prf.gov.br;Departamento de Pol√≠cia Rodovi√°ria Federal;000.394.494/0104-41;Divis„o de Infraestrutura de TIC;30/05/2003 19:43;13/12/2021 20:29
pr.gov.br;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O DO PARAN√Å;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O;18/03/1996 12:00;28/10/2019 14:49
proagua.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
procel.gov.br;CENTRAIS ELETRICAS BRASILEIRAS SA;000.001.180/0002-07;Alexandre Faustino;06/11/2000 18:41;06/08/2020 13:23
processoeletronico.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;15/10/2014 09:44;07/02/2020 21:08
processoeletroniconacional.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;15/10/2014 09:44;15/06/2020 21:25
prodeb.gov.br;Cia. de Processamento de Dados do Estado da Bahia;013.579.586/0001-32;Euler Reis das Virgens;01/01/1996 12:00;06/10/2021 16:14
prodemge.gov.br;COMPANHIA DE TECNOLOGIA DA INFORMAÁ„O ESTADO MG;016.636.540/0001-04;Governo do Estado de Minas Gerais;01/01/1996 12:00;10/12/2019 16:42
prodepa.gov.br;PRODEPA - Processamento de Dados do Par√°;005.059.613/0001-18;Rodrigo Ferreira dos Santos;08/05/1996 12:00;10/10/2013 01:08
profae.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
programaarpa.gov.br;MINISTERIO DO MEIO AMBIENTE;037.115.375/0002-98;Ismael Rodrigues Pereira Junior;25/04/2013 14:28;27/09/2021 13:39
programadorabrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
proinfa.gov.br;CENTRAIS ELETRICAS BRASILEIRAS SA;000.001.180/0002-07;Alexandre Faustino;18/04/2002 14:55;06/08/2020 13:23
proinfo.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0540-23;Secretaria de EducaÁ„o a Dist√¢ncia;01/07/1998 21:35;05/05/2020 20:44
projetobrasilmunicipios.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;04/02/2009 10:56;12/01/2021 11:25
projetocrescer.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;15/08/2016 18:22;24/01/2018 13:27
projetodomhelder.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
projovem.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
projovemurbano.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
projud.gov.br;TRIBUNAL DE JUSTI√áA DO ESTADO DO RN;008.546.459/0001-05;Gilvan de Sousa Galv„o Junior;15/04/2002 13:36;27/12/2012 11:25
promocaocomercial.gov.br;Min. RelaÁıes Exteriores Depto PromoÁ„o Comercial;000.394.536/0009-96;Carlos Henrique Moscardo;27/06/2012 14:17;02/05/2022 18:50
promocaodaigualdaderacial.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pronaf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pronasci.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pronera.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
protegeer.gov.br;MinistÈrio do Meio Ambiente;037.115.375/0001-07;Ismael Rodrigues Pereira Junior;30/10/2017 17:34;27/09/2021 13:40
protocolo.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;05/11/2014 17:45;15/06/2020 21:26
protocolointegrado.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;21/03/2013 12:02;10/06/2020 15:21
prove.gov.br;EMATER -DF;000.509.612/0001-04;EMATER -DF;16/07/1998 12:12;05/05/2020 20:44
prr4.gov.br;PROCURADORIA REGIONAL DA REPUBLICA DA 4¬™ REGI√ÉO;094.953.767/0001-89;Maria Hilda Marsiaj Pinto;30/07/1996 12:00;05/05/2020 20:44
prsc.gov.br;PROCURADORIA DA REPUBLICA EM SANTA CATARINA;026.989.715/0029-03;Luciana Costa Mencia;12/08/1996 12:00;05/05/2020 20:44
prt16.gov.br;PROCURADORIA REGIONAL DO TRABALHO DA 16a REGIAO;026.989.715/0047-95;FREDERICO AUGUSTO REIS ALVES;21/01/1999 12:40;05/05/2020 20:44
prt21.gov.br;Procuradoria Regional do Trabalho - 21¬™ Regi„o;026.989.715/0061-43;Fernando Lyra Vidaller;15/07/1998 21:10;05/05/2020 20:44
prt3.gov.br;PROCURADORIA REGIONAL DO TRABALHO 3a REGIAO;026.989.715/0034-70;RODRIGO MORATO RODRIGUES;01/07/1998 21:35;05/05/2020 20:44
prt4.gov.br;Procuradoria Regional do Trabalho - 4¬∫ Regiao;026.989.715/0035-51;Elizabeth Leite Vaccaro;15/12/2000 12:49;05/05/2020 20:44
prt6.gov.br;Procuradoria Regional do Trabalho - 6a Regiao;026.989.715/0037-13;Cicero Everardo Martins Macedo;11/05/1998 14:12;05/05/2020 20:44
prt8.gov.br;Procuradoria Regional do Trabalho da 8a. Regi„o;026.989.715/0039-85;Respons√°vel pela Internet;16/01/1998 12:25;05/05/2020 20:44
pru5.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pru-pe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
publicgovernance.gov.br;Tribunal de Contas da Uni„o;000.414.607/0001-18;Lorena Brasil Cirilo Passos;12/08/2014 18:30;16/10/2020 21:16
purn.gov.br;Procuradoria da Uni„o no RN;026.994.558/0034-91;Tanise Dantas Bezerra;19/08/1999 19:46;05/05/2020 20:44
qualidadedealimentos.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
qualidadedoleite.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
querovercultura.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
quina.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0643-40;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:30
quiosque.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;14/05/2002 19:51;10/06/2020 15:22
quiosqueredegoverno.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;15/07/2002 11:48;10/06/2020 15:23
radiobras.gov.br;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;009.168.704/0001-42;Gilvani Moletta;13/08/1996 12:00;09/12/2020 14:06
radiocamara.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;08/10/2009 18:22;15/06/2015 18:34
radiojustica.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;15/03/2004 11:50;05/05/2020 20:44
rais.gov.br;SERVI√áO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0009-56;Gest„o do ServiÁo Internet - SERPRO;26/01/2000 16:48;10/06/2020 15:23
rap.gov.br;MINIST√âRIO P√öBLICO DO ESTADO DO RIO DE JANEIRO;028.305.936/0001-40;Diretoria de Tecnologia da InformaÁ„o;28/11/2012 13:56;08/05/2020 18:19
rapidinha.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;04/08/2000 21:18;16/07/2015 21:31
raspadinhadacaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0688-41;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:32
raspadinhafederal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0688-41;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:32
rb.gov.br;Fundacao Casa de Rui Barbosa;042.519.488/0001-08;Marta Ribeiro Rocha e Silva de Senna;03/05/2000 12:59;03/09/2018 19:55
rbmlq.gov.br;INMETRO INSTITUTO NAC DE METROL NORM E QUAL INDUST;000.662.270/0009-15;Anderson Onir Schmidt da Silva;16/12/2010 11:40;18/09/2020 18:17
recadastramento.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;18/02/2013 10:59;12/01/2021 11:25
receita.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;17/04/1998 18:43;06/11/2021 04:22
redeagentes.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
redebrasildigital.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;16/11/2015 15:23;10/06/2020 15:24
redebrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
redecedes.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
redecidadao.gov.br;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O DO PARAN√Å;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O;04/03/1999 20:26;08/12/2009 13:42
redecontrole.gov.br;Tribunal de Contas da Uni„o;000.414.607/0001-18;Lorena Brasil Cirilo Passos;09/03/2010 14:07;16/10/2020 21:17
rededecontrole.gov.br;Tribunal de Contas da Uni„o;000.414.607/0001-18;Lorena Brasil Cirilo Passos;26/03/2010 10:24;16/10/2020 21:19
rededoesporte.gov.br;ME - Ministerio do Esporte;002.961.362/0001-74;Ricardo Alexandre Araujo Silva;27/06/2017 15:25;05/09/2022 23:54
rededojudiciario.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;17/03/1999 19:20;05/05/2020 20:44
rededopoderjudiciario.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;17/03/1999 19:21;05/05/2020 20:44
redefloresta.gov.br;Centrais Eletricas do Norte do Brasil;000.357.038/0001-16;Dept de Infraestrutura e Operacoes de TI;05/03/2004 12:48;15/03/2022 13:56
redegeochronos.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
rede.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;23/11/2018 17:18;14/02/2020 21:08
redegoverno.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;17/04/1998 18:43;10/06/2020 15:25
redejudiciario.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;17/03/1999 18:50;05/05/2020 20:44
redemulheres.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
redepcs.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
redesim.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;02/09/2014 19:04;10/06/2020 15:25
redesimples.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;21/02/2017 10:53;10/06/2020 15:26
redesocial.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;25/06/2001 19:13;12/01/2021 11:25
reformaagraria.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
reformadaprevidencia.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
reformapostal.gov.br;Empresa Brasileira de Correios e TelÈgrafos;034.028.316/0001-03;Mario Sena;17/01/2000 13:47;03/08/2022 21:27
registrocivil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
regulacao.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;01/06/2009 19:37;01/06/2009 19:37
relacoesexteriores.gov.br;MINISTERIO DAS RELACOES EXTERIORES;000.394.536/0006-43;Nestor JosÈ Forster Junior;02/05/2013 18:48;25/05/2022 14:39
relacoesinstitucionais.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
reluz.gov.br;CENTRAIS ELETRICAS BRASILEIRAS SA;000.001.180/0002-07;Alexandre Faustino;06/11/2000 18:41;06/08/2020 13:24
renapi.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
renaqua.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
reste.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
retp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
reuse.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;14/11/2018 17:25;10/06/2020 15:27
rexp.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;29/11/2018 16:00;12/01/2021 11:25
rfb.gov.br;Ministerio da Economia;000.394.460/0058-87;Ministerio da Economia;12/05/2010 18:28;06/11/2021 04:14
rffsa.gov.br;REDE FERROVIARIA FEDERAL S.A.;033.613.332/0001-09;Ricardo Moutinho Pereira da Cunha;11/12/1996 11:00;05/05/2020 20:44
rio20.gov.br;MINISTERIO DAS RELACOES EXTERIORES;000.394.536/0004-81;Nestor JosÈ Forster Junior;13/05/2011 10:23;02/10/2012 11:48
riocmsi.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;04/04/2005 18:47;10/06/2020 15:28
rio.gov.br;Empresa Municipal de Informatica s/a;029.468.063/0001-59;Jorge Francisco Antunes;28/07/2000 20:03;11/12/2019 17:59
rj.gov.br;PRODERJ - Centro de Tecnologia da InformaÁ„o do RJ;030.121.578/0001-67;Daniel Luzente;29/01/1996 12:00;28/03/2022 12:02
rndh.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
rn.gov.br;Governo do Estado do Rio Grande do Norte;008.241.788/0001-30;Teobaldo Adelino Dantas de Medeiros;15/10/1996 11:00;23/08/2019 01:45
rni.gov.br;REDE NORTERIOGRANDESE DE INFORMATICA - RNI;008.469.280/0001-93;PoP-RN, RNP;29/08/1997 12:00;25/02/2003 21:40
ro.gov.br;SUP. ESTADUAL DE TECNOLOGIA DA INFORMAÁ„O E COM;017.900.001/0001-95;Coronel Delner Freire;04/03/1997 12:00;31/12/2021 15:00
rotasdascidades.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
rpp.gov.br;FundaÁ„o de Amparo a Pesquisa do Estado do Piau√≠;000.422.744/0001-02;Aurino Calland de Sousa Leite;08/05/1998 18:23;05/05/2020 20:44
rrc.gov.br;MinistÈrio da CiÍncia, Tecnologia e InovaÁ„o;001.263.896/0021-08;Giovanna Machado;27/10/2015 11:26;27/10/2015 11:26
rr.gov.br;Estado de Roraima;084.012.012/0001-26;Coord de Adm de Redes e Com de Dados;21/10/1998 11:00;07/10/2021 17:13
rsbr.gov.br;OBSERVATORIO NACIONAL;004.053.755/0001-05;Jo„o Carlos Costa dos Anjos;09/05/2014 12:28;27/06/2022 21:19
rs.gov.br;PROCERGS - Cia de Processamento de Dados do RGS;087.124.582/0001-04;GIPRO - GerÍncia Internet PROCERGS;06/09/1996 12:00;05/03/2018 12:42
ruralminas.gov.br;FundaÁ„o Rural Mineira - Ruralminas;017.291.105/0001-40;Vander Policarpo Moreira;19/02/1998 11:49;05/05/2020 20:44
sacoeumsaco.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
saemec.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
saofrancisco.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
saude.gov.br;MINISTERIO DA SAUDE;000.394.544/0008-51;Dep. de Inform√°tica do SUS - DATASUS;04/08/1996 12:00;07/03/2022 17:16
saudenacopa.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
saudesuplementar.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
scdl.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
scdp.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;26/10/2005 16:30;10/06/2020 17:44
sc.gov.br;Centro de Informatica e Automacao do Estado de SC;083.043.745/0001-65;GerÍcia de Redes;01/01/1996 12:00;23/06/2022 18:49
scnet.gov.br;Centro de Informatica e Automacao do Estado de SC;083.043.745/0001-65;GerÍcia de Redes;11/05/1999 12:01;07/07/2022 21:12
sdh.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;01/12/2010 18:41;08/12/2021 15:56
seade.gov.br;FUNDACAO SEADE SISTEMA ESTADUAL DE ANALISE DE DADO;051.169.555/0001-00;S√âRGIO RICARDO RABELO.;01/01/1996 12:00;09/06/2020 13:57
sead.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
seap.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
secgeral.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;13/01/2010 14:04;07/04/2021 15:25
secom.gov.br;Secretaria de ComunicaÁ„o Social;009.234.494/0001-43;SECOM - SCI - DEINE;29/09/2009 12:54;12/05/2022 12:48
secretariadegoverno.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;17/02/2016 12:37;07/04/2021 14:49
secretaria-geral.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;13/01/2010 14:19;07/04/2021 15:26
secretariageral.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;13/01/2010 14:04;07/04/2021 15:25
sedh.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;17/07/2003 11:07;08/12/2021 15:56
se.gov.br;EMPRESA SERGIPANA DE TECNOLOGIA DA INFORMAÁ„O;013.164.959/0001-04;Ezio Prata Faro;18/08/1997 12:00;21/10/2021 15:28
segov.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;17/02/2016 12:37;07/04/2021 14:49
seguranca.gov.br;MINISTERIO DA SEGURANCA PUBLICA;029.971.283/0001-09;Anderson Gustavo Torres;11/07/2018 03:18;16/04/2020 17:59
segurancaquimica.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
seiatos.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;15/02/2017 18:18;14/02/2020 21:10
